Facility Name,Year,Census,Boarded Out,Boarded In,in-House Census,Sentenced,Civil,Federal,Technical Parole Violators,State Readies,Other Unsentenced
Seneca County Jail,2003,46,8,1,39,13,0,0,2,1,23
Seneca County Jail,2002,45,9,1,37,16,0,0,2,2,18
Seneca County Jail,2001,45,8,0,38,17,0,0,3,1,17
Seneca County Jail,2000,61,17,0,43,22,0,0,3,2,17
Seneca County Jail,1999,58,0,0,58,36,0,0,2,2,18
Seneca County Jail,1998,43,0,2,45,25,0,0,1,2,16
Seneca County Jail,1997,44,0,1,45,24,0,0,3,1,17
Steuben County Jail,2019,164,0,0,164,44,0,18,10,3,89
Steuben County Jail,2018,189,1,2,191,50,1,27,8,3,103
Steuben County Jail,2017,208,1,2,209,46,1,32,11,3,117
Steuben County Jail,2016,198,1,1,198,40,1,48,8,2,98
Steuben County Jail,2015,203,1,2,203,40,0,46,9,2,106
Steuben County Jail,2014,178,0,2,180,35,1,36,7,3,98
Steuben County Jail,2013,192,1,1,191,36,0,28,10,3,114
Steuben County Jail,2012,190,1,1,190,39,1,40,9,3,99
Steuben County Jail,2011,176,1,2,178,38,1,48,7,2,82
Steuben County Jail,2010,167,0,2,169,41,0,45,7,1,73
Steuben County Jail,2009,178,1,3,180,42,1,45,9,2,82
Steuben County Jail,2008,183,1,0,183,41,1,44,10,1,86
Steuben County Jail,2007,141,1,1,141,37,0,7,17,2,79
Steuben County Jail,2006,149,1,0,149,34,0,7,17,3,88
Steuben County Jail,2005,182,20,0,162,34,0,5,18,2,103
Steuben County Jail,2004,164,10,0,155,33,1,7,13,2,99
Steuben County Jail,2003,145,1,1,145,30,1,8,11,3,92
Steuben County Jail,2002,130,0,6,136,35,0,8,9,4,80
Steuben County Jail,2001,118,0,5,123,36,0,13,7,2,65
Steuben County Jail,2000,106,0,6,111,31,1,3,8,7,62
Steuben County Jail,1999,127,0,0,128,37,0,0,7,19,64
Steuben County Jail,1998,123,0,8,130,36,1,2,8,12,71
Steuben County Jail,1997,118,0,2,119,41,1,0,6,8,63
St. Lawrence County Jail,2019,119,0,2,121,27,1,0,7,2,84
St. Lawrence County Jail,2018,139,2,0,138,38,1,0,8,2,89
St. Lawrence County Jail,2017,182,22,1,160,57,1,0,9,1,91
St. Lawrence County Jail,2016,143,3,2,141,54,1,0,7,2,77
St. Lawrence County Jail,2015,155,2,2,155,47,1,0,6,2,99
St. Lawrence County Jail,2014,152,2,4,154,51,0,0,6,3,94
St. Lawrence County Jail,2013,163,6,2,159,44,0,0,7,2,106
St. Lawrence County Jail,2012,156,2,3,156,46,0,0,6,2,102
St. Lawrence County Jail,2011,135,0,4,139,34,0,0,5,2,98
St. Lawrence County Jail,2010,125,0,8,133,38,0,0,6,2,87
St. Lawrence County Jail,2009,113,12,0,102,32,0,0,11,1,58
St. Lawrence County Jail,2008,101,25,0,76,21,0,0,5,1,48
St. Lawrence County Jail,2007,106,27,0,79,21,0,0,5,2,51
St. Lawrence County Jail,2006,114,34,0,80,17,0,0,8,1,55
St. Lawrence County Jail,2005,94,15,0,79,24,0,0,6,1,47
St. Lawrence County Jail,2004,91,11,1,81,30,0,0,5,2,44
St. Lawrence County Jail,2003,96,14,0,82,30,0,0,4,3,46
St. Lawrence County Jail,2002,93,9,0,84,31,0,0,5,2,46
St. Lawrence County Jail,2001,90,2,0,88,39,0,0,4,1,44
St. Lawrence County Jail,2000,102,4,0,98,46,0,0,6,6,40
St. Lawrence County Jail,1999,100,5,0,95,40,0,0,7,6,43
St. Lawrence County Jail,1998,97,2,1,95,40,0,0,8,5,42
St. Lawrence County Jail,1997,84,0,0,84,44,0,0,2,2,36
Suffolk County CF - Riverhead,2019,498,4,12,507,117,3,7,28,12,340
Suffolk County CF - Riverhead,2018,592,8,17,601,126,7,8,39,13,408
Suffolk County CF - Riverhead,2017,620,8,14,626,158,4,4,25,13,421
Suffolk County CF - Riverhead,2016,589,9,7,588,157,5,2,33,21,369
Suffolk County CF - Riverhead,2015,680,11,6,675,176,12,2,29,16,441
Suffolk County CF - Riverhead,2014,731,10,7,728,210,21,2,27,11,459
Suffolk County CF - Riverhead,2013,881,21,7,868,237,8,1,35,16,570
Suffolk County CF - Riverhead,2012,1070,102,7,975,245,7,4,38,17,664
Suffolk County CF - Riverhead,2011,1153,157,9,1005,235,7,3,41,32,688
Suffolk County CF - Riverhead,2010,1098,77,8,1029,239,7,2,45,23,713
Suffolk County CF - Riverhead,2009,1046,36,7,1017,251,9,1,37,27,693
Suffolk County CF - Riverhead,2008,1059,46,8,1021,273,7,0,37,27,676
Suffolk County CF - Riverhead,2007,1114,159,7,962,228,6,2,56,32,637
Suffolk County CF - Riverhead,2006,1008,86,7,929,245,7,1,69,35,573
Suffolk County CF - Riverhead,2005,949,74,6,881,274,9,0,83,35,480
Suffolk County CF - Riverhead,2004,1025,134,5,896,261,9,1,85,24,516
Suffolk County CF - Riverhead,2003,923,27,9,905,308,7,2,79,25,483
Suffolk County CF - Riverhead,2002,938,0,0,938,345,10,0,101,27,455
Suffolk County CF - Riverhead,2001,860,0,0,860,339,11,0,100,18,391
Suffolk County CF - Riverhead,2000,936,0,0,936,350,9,0,112,42,423
Suffolk County CF - Riverhead,1999,1026,0,0,1026,337,9,0,141,110,428
Suffolk County CF - Riverhead,1998,1012,0,0,1012,342,7,0,146,117,400
Suffolk County CF - Riverhead,1997,899,0,0,899,293,6,0,151,96,353
Suffolk County CF - Yaphank,2019,586,0,2,587,160,7,0,28,7,385
Suffolk County CF - Yaphank,2018,698,0,3,701,193,6,0,34,9,458
Suffolk County CF - Yaphank,2017,676,0,1,677,187,7,0,38,9,437
Suffolk County CF - Yaphank,2016,649,0,1,649,172,5,0,48,3,421
Suffolk County CF - Yaphank,2015,671,0,1,672,180,7,0,40,4,441
Suffolk County CF - Yaphank,2014,681,0,1,682,173,8,0,37,11,454
Suffolk County CF - Yaphank,2013,662,0,0,662,192,8,0,37,6,419
Suffolk County CF - Yaphank,2012,592,0,0,592,188,6,0,37,0,360
Suffolk County CF - Yaphank,2011,597,0,0,597,184,4,0,38,0,371
Suffolk County CF - Yaphank,2010,606,0,0,606,185,4,0,39,0,378
Suffolk County CF - Yaphank,2009,590,0,0,590,209,5,0,36,0,340
Suffolk County CF - Yaphank,2008,608,0,0,608,217,5,0,28,0,357
Suffolk County CF - Yaphank,2007,616,0,0,616,177,6,0,4,0,429
Suffolk County CF - Yaphank,2006,593,0,0,593,202,11,0,0,0,379
Suffolk County CF - Yaphank,2005,506,0,0,506,195,10,0,0,0,301
Suffolk County CF - Yaphank,2004,476,0,0,476,177,6,0,0,0,293
Suffolk County CF - Yaphank,2003,547,0,0,547,250,6,0,0,0,291
Suffolk County CF - Yaphank,2002,544,0,0,544,263,6,0,0,0,276
Suffolk County CF - Yaphank,2001,494,0,0,494,242,5,0,0,0,246
Suffolk County CF - Yaphank,2000,500,0,0,500,237,5,0,0,0,258
Suffolk County CF - Yaphank,1999,592,0,0,592,276,4,0,2,2,308
Suffolk County CF - Yaphank,1998,601,0,0,601,292,5,0,1,1,302
Suffolk County CF - Yaphank,1997,561,0,0,561,292,3,0,0,0,267
Sullivan County Jail,2019,150,6,0,144,33,0,0,16,1,94
Sullivan County Jail,2018,140,5,0,136,28,0,0,20,1,86
Sullivan County Jail,2017,137,2,0,135,34,0,0,21,2,78
Sullivan County Jail,2016,138,1,0,137,32,0,0,21,2,82
Sullivan County Jail,2015,151,6,0,146,28,0,0,13,2,103
Sullivan County Jail,2014,163,6,0,157,31,0,0,12,3,111
Sullivan County Jail,2013,191,21,0,170,34,0,0,12,2,122
Sullivan County Jail,2012,156,1,0,154,36,0,0,10,3,106
Sullivan County Jail,2011,161,3,0,158,40,0,0,10,2,106
Sullivan County Jail,2010,171,9,0,162,37,0,0,10,2,114
Sullivan County Jail,2009,162,2,0,160,44,0,0,11,2,103
Sullivan County Jail,2008,192,14,0,178,42,0,0,12,2,121
Sullivan County Jail,2007,196,16,0,180,38,0,0,9,3,130
Sullivan County Jail,2006,202,17,0,185,48,0,0,14,4,119
Sullivan County Jail,2005,190,2,0,188,49,0,0,12,3,123
Sullivan County Jail,2004,188,0,0,188,58,0,0,9,2,119
Sullivan County Jail,2003,170,0,0,170,45,0,0,8,2,114
Sullivan County Jail,2002,163,0,0,163,50,0,0,9,4,99
Sullivan County Jail,2001,156,0,0,156,42,0,0,8,2,104
Sullivan County Jail,2000,158,0,0,158,41,0,0,12,10,95
Sullivan County Jail,1999,167,0,0,167,44,0,0,13,18,92
Sullivan County Jail,1998,150,0,0,150,47,0,0,6,10,87
Sullivan County Jail,1997,152,0,0,152,46,0,0,5,9,91
Tioga County Jail,2019,56,2,10,63,16,1,7,3,1,36
Tioga County Jail,2018,61,1,5,65,19,1,0,2,1,41
Tioga County Jail,2017,79,3,3,80,27,0,1,2,1,48
Tioga County Jail,2016,77,1,2,78,30,1,8,2,1,36
Tioga County Jail,2015,61,1,12,71,29,1,3,3,1,36
Tioga County Jail,2014,73,1,7,79,27,1,12,3,1,36
Tioga County Jail,2013,86,2,2,86,26,0,15,3,1,41
Tioga County Jail,2012,80,1,6,85,29,1,19,4,1,31
Tioga County Jail,2011,82,0,3,85,31,1,14,5,1,34
Tioga County Jail,2010,79,1,6,84,34,1,18,4,1,26
Tioga County Jail,2009,75,0,5,80,30,2,15,3,1,29
Tioga County Jail,2008,74,0,4,79,34,1,11,4,1,27
Tioga County Jail,2007,75,0,6,81,37,2,11,6,1,24
Tioga County Jail,2006,69,0,21,89,38,2,9,7,1,32
Tioga County Jail,2005,63,0,20,84,32,1,8,5,1,36
Tioga County Jail,2004,79,0,9,87,34,1,16,6,1,30
Tioga County Jail,2003,70,0,13,83,38,1,8,5,1,29
Tioga County Jail,2002,66,0,18,84,36,2,7,7,2,30
Tioga County Jail,2001,63,0,14,77,33,0,14,4,1,24
Tioga County Jail,2000,68,0,12,79,32,0,15,3,4,24
Tioga County Jail,1999,76,0,8,84,29,0,13,5,12,24
Tioga County Jail,1998,81,0,5,86,34,0,23,3,4,21
Tioga County Jail,1997,62,0,8,69,31,1,13,2,5,18
Tompkins County Jail,2019,61,1,2,62,24,0,0,6,1,30
Tompkins County Jail,2018,72,3,0,69,21,0,0,7,1,40
Tompkins County Jail,2017,76,2,0,74,22,0,0,6,1,45
Tompkins County Jail,2016,80,3,0,76,22,0,0,5,2,47
Tompkins County Jail,2015,92,10,0,82,25,0,0,4,2,51
Tompkins County Jail,2014,87,6,0,81,32,0,0,3,2,43
Tompkins County Jail,2013,91,8,0,83,30,0,0,4,2,46
Tompkins County Jail,2012,90,7,0,83,28,0,0,4,2,48
Tompkins County Jail,2011,86,4,0,82,33,0,0,3,2,44
Tompkins County Jail,2010,82,3,0,79,34,0,0,3,2,41
Tompkins County Jail,2009,80,7,0,73,28,0,0,2,1,41
Tompkins County Jail,2008,80,12,0,68,30,0,0,3,1,33
Tompkins County Jail,2007,77,9,0,68,27,0,0,5,2,35
Tompkins County Jail,2006,91,21,0,70,26,0,0,6,1,37
Tompkins County Jail,2005,72,8,0,63,24,0,0,6,2,32
Tompkins County Jail,2004,69,0,0,69,25,0,0,9,2,33
Tompkins County Jail,2003,77,0,0,76,28,0,0,8,3,37
Tompkins County Jail,2002,78,0,0,78,30,0,0,8,6,34
Tompkins County Jail,2001,84,0,0,84,37,0,0,6,2,39
Tompkins County Jail,2000,77,0,0,77,29,0,0,7,5,36
Tompkins County Jail,1999,76,0,0,75,33,0,0,7,4,31
Tompkins County Jail,1998,86,12,0,74,28,0,0,6,4,36
Tompkins County Jail,1997,89,23,0,67,24,0,0,3,3,37
Ulster County Jail,2019,212,0,5,217,74,2,0,17,7,117
Ulster County Jail,2018,247,0,33,280,90,0,0,19,7,164
Ulster County Jail,2017,271,0,9,280,88,0,0,23,8,161
Ulster County Jail,2016,252,0,9,261,78,0,0,24,8,151
Ulster County Jail,2015,255,0,31,286,78,0,0,21,9,178
Ulster County Jail,2014,303,0,59,362,96,0,0,20,9,236
Ulster County Jail,2013,290,2,52,340,95,0,1,25,10,210
Ulster County Jail,2012,324,1,27,350,99,0,2,22,11,216
Ulster County Jail,2011,301,0,28,329,100,0,3,20,8,197
Ulster County Jail,2010,301,0,31,332,102,0,9,16,6,199
Ulster County Jail,2009,246,0,51,297,92,0,16,23,5,162
Ulster County Jail,2008,265,0,39,304,91,0,7,22,3,181
Ulster County Jail,2007,253,2,3,254,76,0,0,21,2,155
Ulster County Jail,2006,261,21,0,240,71,0,0,31,3,134
Ulster County Jail,2005,270,29,0,241,91,0,0,22,3,126
Ulster County Jail,2004,277,35,0,242,92,0,0,16,4,130
Ulster County Jail,2003,250,17,0,233,91,0,0,17,3,122
Ulster County Jail,2002,247,15,0,232,98,0,0,19,5,110
Ulster County Jail,2001,222,5,0,217,91,0,0,14,5,106
Ulster County Jail,2000,254,9,0,244,104,0,0,12,7,121
Ulster County Jail,1999,245,40,0,205,78,0,0,13,16,97
Ulster County Jail,1998,229,47,0,182,58,0,0,13,14,97
Ulster County Jail,1997,223,33,0,189,76,0,0,14,7,92
Warren County Jail,2019,105,1,0,104,35,0,5,10,2,52
Warren County Jail,2018,140,0,0,141,41,0,2,8,2,87
Warren County Jail,2017,117,0,1,118,29,1,3,9,2,73
Warren County Jail,2016,124,0,1,125,27,1,9,14,3,71
Warren County Jail,2015,130,0,1,130,33,1,11,7,3,75
Warren County Jail,2014,128,1,3,130,30,1,11,6,3,79
Warren County Jail,2013,128,0,2,130,29,1,8,11,3,79
Warren County Jail,2012,133,0,15,148,41,3,0,10,3,90
Warren County Jail,2011,139,1,14,152,42,2,0,10,3,95
Warren County Jail,2010,129,0,26,154,36,3,0,6,2,107
Warren County Jail,2009,127,0,20,147,32,5,0,6,2,101
Warren County Jail,2008,138,0,10,147,40,3,0,8,1,95
Warren County Jail,2007,119,0,25,143,35,3,0,10,1,94
Warren County Jail,2006,133,0,18,151,38,2,0,8,1,102
Warren County Jail,2005,117,0,24,141,37,2,0,11,1,90
Warren County Jail,2004,110,38,1,72,24,3,0,6,2,38
Warren County Jail,2003,96,32,0,64,22,1,0,2,2,36
Warren County Jail,2002,99,34,0,65,22,2,0,4,2,34
Warren County Jail,2001,78,18,1,61,26,1,0,3,1,30
Warren County Jail,2000,82,20,0,62,29,1,0,4,3,26
Warren County Jail,1999,76,13,1,64,32,1,0,3,4,23
Warren County Jail,1998,70,8,0,62,25,1,0,3,5,28
Warren County Jail,1997,83,16,1,68,29,1,0,4,4,31
Washington County Jail,2019,70,0,2,72,26,2,0,11,2,32
Washington County Jail,2018,81,0,0,81,27,1,5,9,2,37
Washington County Jail,2017,87,0,2,89,30,2,1,10,2,44
Washington County Jail,2016,76,0,0,77,22,2,3,7,3,40
Washington County Jail,2015,92,0,0,92,25,1,4,7,2,52
Washington County Jail,2014,105,0,1,106,25,1,6,7,2,64
Washington County Jail,2013,121,1,3,123,30,1,9,13,3,66
Washington County Jail,2012,94,0,15,109,22,2,5,8,2,70
Washington County Jail,2011,85,0,10,95,30,2,4,8,3,49
Washington County Jail,2010,103,0,16,119,29,3,7,9,2,68
Washington County Jail,2009,104,0,7,111,28,2,17,8,2,55
Washington County Jail,2008,105,0,15,119,24,2,31,8,1,53
Washington County Jail,2007,99,0,32,131,20,2,30,7,2,69
Washington County Jail,2006,91,1,45,136,33,3,17,6,1,75
Washington County Jail,2005,73,0,33,105,34,1,8,4,1,57
Washington County Jail,2004,84,1,34,117,32,2,9,4,1,68
Washington County Jail,2003,74,4,9,80,29,1,1,5,1,42
Washington County Jail,2002,59,10,0,49,15,1,0,4,1,28
Washington County Jail,2001,61,14,0,47,16,0,0,5,1,24
Washington County Jail,2000,57,22,0,35,8,1,0,3,3,20
Washington County Jail,1999,54,7,0,48,15,1,0,4,4,25
Washington County Jail,1998,54,4,0,50,15,0,0,6,3,26
Washington County Jail,1997,52,3,0,50,15,0,0,6,2,27
Wayne County Jail,2019,68,6,3,65,31,0,0,7,0,26
Wayne County Jail,2018,93,7,11,97,43,0,0,10,0,44
Wayne County Jail,2017,89,4,9,94,41,0,0,10,0,43
Wayne County Jail,2016,98,7,9,100,44,0,4,9,0,41
Wayne County Jail,2015,121,7,5,119,60,0,1,8,0,51
Wayne County Jail,2014,115,8,7,114,53,0,0,5,0,55
Wayne County Jail,2013,109,5,10,114,51,0,2,4,1,56
Wayne County Jail,2012,108,8,14,115,41,0,10,5,3,56
Wayne County Jail,2011,132,6,2,128,50,0,18,10,2,49
Wayne County Jail,2010,129,5,7,132,48,0,16,7,2,58
Wayne County Jail,2009,113,8,8,114,39,0,7,6,2,58
Wayne County Jail,2008,123,6,18,136,47,0,18,9,3,59
Wayne County Jail,2007,127,8,20,139,46,0,15,11,4,63
Wayne County Jail,2006,131,8,17,140,39,0,9,16,4,72
Wayne County Jail,2005,134,6,9,137,51,0,4,8,4,70
Wayne County Jail,2004,148,6,5,148,58,0,2,7,4,76
Wayne County Jail,2003,137,6,5,137,48,0,0,9,3,77
Wayne County Jail,2002,133,7,3,129,45,0,0,7,4,72
Wayne County Jail,2001,137,6,3,134,56,0,0,6,2,71
Wayne County Jail,2000,126,7,10,129,47,0,1,7,5,68
Wayne County Jail,1999,163,6,1,157,50,0,0,5,18,84
Wayne County Jail,1998,148,6,4,146,45,0,3,6,13,79
Wayne County Jail,1997,142,6,7,143,48,0,6,2,13,74
Westchester County Annex,2019,70,1,0,70,17,0,5,1,0,47
Westchester County Annex,2018,79,0,0,79,18,0,5,2,0,54
Westchester County Annex,2017,81,0,0,81,24,0,3,1,1,53
Westchester County Annex,2016,82,0,1,83,24,0,5,1,1,52
Westchester County Annex,2015,90,0,1,91,31,0,7,1,0,52
Westchester County Annex,2014,93,1,0,93,31,0,5,2,0,54
Westchester County Annex,2013,108,0,2,110,42,0,7,2,0,58
Westchester County Annex,2012,117,0,2,119,45,0,11,1,1,62
Westchester County Annex,2011,32,0,0,32,10,0,3,0,0,18
Westchester County Annex,2010,2,0,0,2,1,0,0,0,0,1
Westchester County Annex,2009,0,0,0,0,0,0,0,0,0,0
Westchester County Annex,2008,32,0,0,32,3,0,1,3,0,25
Westchester County Annex,2007,62,0,0,62,7,0,7,4,0,44
Westchester County Annex,2006,60,0,0,60,6,0,1,1,0,51
Westchester County Annex,2005,41,0,0,41,4,0,0,1,0,36
Westchester County Annex,2004,59,0,1,60,20,0,2,1,1,35
Westchester County Annex,2003,120,0,1,121,39,0,6,2,1,73
Westchester County Annex,2002,131,0,0,131,45,0,8,3,1,74
Westchester County Annex,2001,116,0,2,117,41,0,6,2,1,67
Westchester County Annex,2000,114,0,3,118,43,0,8,4,1,61
Westchester County Annex,1999,130,2,2,130,51,0,9,4,4,62
Westchester County Annex,1998,133,2,2,133,49,0,7,6,2,69
Westchester County Annex,1997,134,2,1,133,56,0,6,4,2,66
Westchester County Jail,2019,511,4,6,513,82,0,48,23,7,353
Westchester County Jail,2018,633,3,7,637,95,0,70,32,7,432
Westchester County Jail,2017,623,2,7,628,99,0,69,26,8,426
Westchester County Jail,2016,634,3,9,640,122,0,67,37,6,409
Westchester County Jail,2015,674,1,7,681,144,0,76,44,7,409
Westchester County Jail,2014,737,2,9,744,162,0,86,42,8,445
Westchester County Jail,2013,753,3,10,761,149,0,114,44,9,443
Westchester County Jail,2012,770,3,11,778,155,0,144,38,8,434
Westchester County Jail,2011,870,6,6,870,193,0,154,37,9,477
Westchester County Jail,2010,801,5,4,801,136,0,176,32,8,449
Westchester County Jail,2009,789,24,7,772,133,0,123,31,8,477
Westchester County Jail,2008,811,25,7,793,158,0,114,35,10,477
Westchester County Jail,2007,793,22,9,780,150,0,114,37,13,466
Westchester County Jail,2006,866,19,10,858,168,0,128,42,15,504
Westchester County Jail,2005,898,21,9,886,163,0,150,40,16,517
Westchester County Jail,2004,836,20,11,827,117,0,114,38,14,544
Westchester County Jail,2003,835,18,9,826,99,0,92,35,19,582
Westchester County Jail,2002,839,28,6,817,118,0,80,51,22,546
Westchester County Jail,2001,811,29,7,788,150,0,68,44,22,504
Westchester County Jail,2000,801,27,5,778,165,0,93,44,31,445
Westchester County Jail,1999,840,30,7,818,162,0,104,54,49,450
Westchester County Jail,1998,849,32,13,831,118,0,193,30,29,461
Westchester County Jail,1997,855,29,10,836,92,0,171,33,21,520
Westchester County Pen,2019,337,0,0,338,73,0,69,9,3,185
Westchester County Pen,2018,316,0,0,316,87,0,35,10,3,183
Westchester County Pen,2017,336,0,2,338,100,0,30,11,2,195
Westchester County Pen,2016,315,0,2,316,104,0,22,11,2,177
Westchester County Pen,2015,336,0,1,337,127,0,12,13,2,183
Westchester County Pen,2014,375,0,0,375,162,0,1,8,1,203
Westchester County Pen,2013,459,0,0,460,199,0,21,17,2,221
Westchester County Pen,2012,567,0,0,567,220,0,46,21,4,275
Westchester County Pen,2011,563,0,0,563,213,0,48,19,5,278
Westchester County Pen,2010,581,0,0,581,211,0,0,26,4,340
Westchester County Pen,2009,608,1,1,608,224,0,1,26,4,352
Westchester County Pen,2008,621,3,0,618,249,0,1,30,6,332
Westchester County Pen,2007,626,3,0,623,260,0,1,33,5,324
Westchester County Pen,2006,551,2,0,549,235,0,1,29,5,280
Westchester County Pen,2005,546,0,0,546,245,0,0,31,3,267
Westchester County Pen,2004,508,0,0,508,255,0,1,26,2,224
Westchester County Pen,2003,430,0,0,430,203,0,0,14,0,212
Westchester County Pen,2002,390,0,0,390,205,0,0,13,1,172
Westchester County Pen,2001,320,0,0,320,184,0,0,13,1,122
Westchester County Pen,2000,331,0,0,331,190,0,0,14,1,126
Westchester County Pen,1999,414,2,0,412,196,0,0,25,0,191
Westchester County Pen,1998,476,5,0,472,218,0,0,34,1,219
Westchester County Pen,1997,447,4,1,444,263,0,0,24,2,155
Wyoming County Jail,2019,42,1,9,50,14,0,0,2,1,33
Wyoming County Jail,2018,56,0,5,61,17,0,0,6,1,37
Wyoming County Jail,2017,47,0,8,55,15,0,0,5,1,34
Wyoming County Jail,2016,49,0,3,51,18,0,0,5,1,27
Wyoming County Jail,2015,52,0,1,53,19,0,0,3,1,30
Wyoming County Jail,2014,65,0,3,68,27,0,0,2,1,38
Wyoming County Jail,2013,57,0,5,62,22,0,0,3,1,36
Wyoming County Jail,2012,63,2,3,64,22,0,0,3,1,38
Wyoming County Jail,2011,66,4,4,67,27,0,0,3,1,37
Wyoming County Jail,2010,56,0,4,59,19,0,0,2,1,37
Wyoming County Jail,2009,54,0,3,57,21,0,0,3,1,33
Wyoming County Jail,2008,58,1,1,58,20,0,0,5,1,32
Wyoming County Jail,2007,56,0,1,57,19,0,0,5,0,32
Wyoming County Jail,2006,54,0,3,57,19,0,0,4,1,34
Wyoming County Jail,2005,53,0,7,60,20,0,0,2,1,38
Wyoming County Jail,2004,48,0,5,53,17,0,0,1,1,34
Wyoming County Jail,2003,46,0,6,52,14,0,0,1,0,36
Wyoming County Jail,2002,58,0,2,60,25,0,0,1,1,33
Wyoming County Jail,2001,53,0,2,54,21,0,1,1,1,31
Wyoming County Jail,2000,56,0,3,59,19,0,0,1,2,37
Wyoming County Jail,1999,42,0,7,49,14,0,0,1,3,30
Wyoming County Jail,1998,41,0,11,52,14,0,2,1,2,32
Wyoming County Jail,1997,42,0,16,57,15,0,4,1,1,37
Yates County Jail,2019,43,0,2,44,13,0,9,2,1,19
Yates County Jail,2018,42,0,4,45,11,0,9,4,2,20
Yates County Jail,2017,42,0,3,44,7,0,11,4,1,20
Yates County Jail,2016,46,0,0,46,10,0,6,4,2,24
Yates County Jail,2015,52,1,0,51,11,0,6,3,1,29
Yates County Jail,2014,47,1,0,47,11,0,8,2,1,23
Yates County Jail,2013,49,0,0,49,10,0,9,3,1,25
Yates County Jail,2012,49,0,0,49,11,0,9,3,1,24
Yates County Jail,2011,53,0,0,53,15,0,10,2,1,25
Yates County Jail,2010,48,1,0,48,13,0,11,3,1,20
Yates County Jail,2009,47,0,1,48,13,0,12,2,1,20
Yates County Jail,2008,43,1,0,43,13,0,8,2,1,18
Yates County Jail,2007,49,0,1,49,18,0,4,3,1,23
Yates County Jail,2006,59,1,0,58,22,1,5,4,1,26
Yates County Jail,2005,53,0,1,54,15,0,12,2,1,23
Yates County Jail,2004,57,1,0,56,19,0,11,0,1,25
Yates County Jail,2003,49,0,0,50,15,0,12,1,1,19
Yates County Jail,2002,45,0,2,48,15,0,13,0,2,17
Yates County Jail,2001,41,0,6,46,19,0,15,1,1,10
Yates County Jail,2000,45,0,4,49,30,0,5,1,5,9
Yates County Jail,1999,44,0,9,54,33,0,0,0,7,12
Yates County Jail,1998,50,0,5,55,24,0,9,3,3,16
Yates County Jail,1997,49,0,5,54,21,0,18,1,1,12
